Unnamed: 0,date,first_open_x,last_close_x,max_high,min_low,avg_return,volatility_return,volatility_log_return,total_volume,last_momentum_3,avg_true_range,session_return,range,range_ratio,range_ratio_close,up_moves,down_moves,up_move_ratio,avg_body,std_body,max_body,min_body,avg_candle_range,std_close,last_close_y,bullish_count,bearish_count,first_open_y,first_last_change,rsi_14_mean,rsi_14_std,ema_20_mean,macd_mean,macd_signal_mean,macd_diff_mean,macd_diff_std,atr_14_mean,bb_upper_mean,bb_lower_mean,bb_mavg_mean,count_is_doji,count_is_hammer,count_is_inverted_hammer,count_is_bullish_engulfing,count_is_bearish_engulfing,count_is_morning_star,close,session_volume,prev_high,prev_low,prev_close,rolling_high,rolling_low,zone_mid,zone_top,zone_bottom,vol_zone_top,vol_zone_bottom,avg_dist_to_prev_high,min_dist_to_prev_high,avg_dist_to_prev_low,max_dist_to_prev_low,avg_ratio_to_high,avg_ratio_to_low,broke_prev_high,broke_prev_low,breakout_above_magnitude,breakout_below_magnitude,broke_above_prev_high_any,broke_above_prev_high_sum,broke_below_prev_low_any,broke_below_prev_low_sum,broke_above_zone_top_any,broke_above_zone_top_sum,broke_below_zone_bottom_any,broke_below_zone_bottom_sum,broke_above_prev_close_any,broke_above_prev_close_sum,broke_below_prev_close_any,broke_below_prev_close_sum,minutes_to_breakout_above_close,minutes_to_breakout_below_close,cluster,cluster_prob
19,2024-02-02,2055.5,2030.59,2057.73,2027.73,-7.8871236312167e-05,0.00078539070001,0.0007861100187087,237582,-0.0011068259184195,1.6633628318583733,-0.0121187059109706,30.0,0.0145949890537582,0.0147740311929045,57,55,0.5089285714285714,0.795752212389357,1.2365568594385348,10.909999999999854,0.0,1.6066371681415603,9.189820507712248,2030.59,57,56,2055.5,-24.91000000000008,49.70096055652076,16.436531173693837,2051.4443553378005,-0.1931453282353509,0.0715654831184727,-0.2647108113538237,0.6752935420224195,1.6638400606172532,2056.8262021956125,2046.8314349725288,2051.828818584071,8,8,1,8,8,4,2030.59,237582,2050.89,2029.93,2048.84,2056.07,2033.54,2044.805,2050.4375,2039.1725,2056.151,2030.888,-0.3839823008848419,-22.47999999999979,20.576017699114963,26.769999999999754,-0.0183197653895553,0.9816801869005232,1.0,1.0,6.8400000000001455,2.200000000000045,True,91,True,10,True,91,True,22,True,91,True,23,0.0,450.0,-1,0.0
20,2024-02-05,2029.73,2018.87,2031.55,2014.76,-5.111365215698807e-05,0.0004715230469677,0.0004715468624212,229653,-0.0001733342577827,1.526637168141587,-0.0053504653328275,16.789999999999964,0.0082720361821522,0.0083165335063674,51,62,0.4513274336283185,0.6379646017699068,0.7076005220008041,4.820000000000164,0.0199999999999818,1.5213274336283134,4.072781358365299,2018.87,51,62,2029.73,-10.860000000000127,39.78974431153389,13.292228940788094,2025.155454965184,-1.19216764064029,-1.3300649726962672,0.137897332055977,0.395577991125425,1.5716874821644349,2028.2760243202467,2021.6284624054167,2024.952243362832,11,7,4,4,3,6,2018.87,229653,2057.73,2027.73,2030.59,2050.89,2029.93,2040.41,2045.65,2035.17,2023.597,2018.295,-33.83566371681417,-42.49000000000001,-3.835663716814168,3.2200000000000277,-1.1278554196319583,-0.1278554529652905,0.0,1.0,0.0,12.970000000000027,False,0,True,96,False,0,True,113,True,7,True,113,5.0,0.0,-1,0.0
22,2024-02-07,2033.39,2037.92,2044.64,2030.5,1.0112382757732765e-05,0.0004901980947184,0.0004901442999484,81541,-0.000823690919788,1.2724778761062043,0.0022278067660408,14.1400000000001,0.0069539045633154,0.0069384470440449,52,60,0.4642857142857143,0.6423008849557416,0.7402376655622496,3.789999999999964,0.0,1.2602654867256724,2.1770610611777808,2037.92,52,61,2033.39,4.529999999999973,53.620323914854296,8.261954673702785,2033.8431212443768,0.4509251081982031,0.447534212497672,0.003390895700531,0.2368425373703482,1.2354776620782977,2036.3257857366896,2031.3287363872043,2033.827261061947,10,3,3,1,6,9,2037.92,81541,2037.02,2022.77,2035.62,2031.55,2014.76,2023.155,2027.3525,2018.9575,2034.221,2032.733,-2.6249557522123763,-5.900000000000091,11.625044247787624,21.25999999999999,-0.1842074082810504,0.815792521543516,1.0,0.0,7.620000000000118,0.0,True,12,False,0,True,113,False,0,True,26,True,104,80.0,0.0,-1,0.0
23,2024-02-08,2033.45,2028.08,2038.52,2020.08,-4.27107351730644e-05,0.0004951169478887,0.0004951915850457,88737,-0.0008473741255295,1.51557522123894,-0.0026408320834051,18.44000000000005,0.0090683321448769,0.0090923434972979,55,58,0.4867256637168141,0.6385840707964769,0.581618534867271,4.029999999999973,0.0199999999999818,1.476637168141592,4.027706746277537,2028.08,55,58,2033.45,-5.370000000000118,43.78958230883682,13.865972674261954,2031.2018534122296,-0.5969509952333223,-0.5701077311966322,-0.0268432640366901,0.48914784246681,1.5395949802154103,2035.4584051234965,2026.971338239336,2031.214871681416,15,3,2,3,4,6,2028.08,88737,2044.64,2030.5,2037.92,2037.02,2022.77,2029.895,2033.4575,2026.3325,2030.756,2027.844,-14.294867256637266,-23.44000000000005,-0.1548672566371661,7.619999999999891,-1.0109523511799727,-0.0109524219013255,0.0,1.0,0.0,10.420000000000073,False,0,True,59,True,29,True,26,True,2,True,113,265.0,0.0,-1,0.0
24,2024-02-09,2032.82,2022.96,2037.28,2022.59,-2.224089129061292e-05,0.0005089642436038,0.0005087519687565,81312,-0.0016089072262637,1.31902654867257,-0.0048504048563079,14.690000000000056,0.0072264145374406,0.0072616364139676,53,60,0.4690265486725664,0.6033628318584097,0.7304800410633611,5.420000000000073,0.0099999999999909,1.2801769911504453,2.9576283711009244,2022.96,53,60,2032.82,-9.8599999999999,48.32778251654624,11.635006503646798,2031.041135120512,0.0252504720765641,0.0912602010740042,-0.0660097289974401,0.2189028954166963,1.325942323444317,2033.6266481141013,2028.687449231032,2031.1570486725664,15,6,5,3,5,7,2022.96,81312,2038.52,2020.08,2028.08,2044.64,2030.5,2037.57,2041.105,2034.035,2033.414,2031.868,-7.644159292035382,-15.559999999999944,10.795840707964672,14.330000000000156,-0.4145422384757657,0.5854577072943022,0.0,0.0,0.0,0.0,False,0,False,0,False,0,True,113,True,95,True,28,0.0,420.0,-1,0.0
25,2024-02-12,2023.75,2016.74,2027.59,2013.13,-2.717808376134729e-05,0.000384357378134,0.000384383980096,78159,0.0008436557090678,1.180973451327428,-0.0034638665843113,14.459999999999807,0.0071451513279801,0.0071699872070766,52,60,0.4642857142857143,0.5235398230088483,0.5690921974544553,3.2799999999999727,0.0,1.1762831858407026,2.96782428810358,2016.74,52,61,2023.75,-7.009999999999991,43.84739348253622,10.810520701304387,2022.5896700176447,-0.5182105865548624,-0.5055194708522429,-0.0126911157026194,0.282112745300289,1.2007796907165391,2025.1013952731712,2020.1428702135547,2022.622132743363,12,5,2,3,7,7,2016.74,78159,2037.28,2022.59,2022.96,2038.52,2020.08,2029.3,2033.91,2024.69,2022.263,2020.741,-15.418938053097316,-23.149999999999864,-0.7289380530972637,4.3900000000001,-1.049621307248193,-0.0496213753217076,0.0,1.0,0.0,9.459999999999807,False,0,True,71,False,0,True,102,True,51,True,72,0.0,185.0,-1,0.0
26,2024-02-13,2020.72,1993.53,2031.91,1989.97,-0.0001021211860506,0.0007908728543894,0.00079251828992,91181,0.0011098166040617,1.5303539823008774,-0.0134555999841641,41.940000000000055,0.0207549784235322,0.0210380581180117,56,57,0.495575221238938,0.6718584070796487,1.4100136452433545,13.269999999999982,0.0099999999999909,1.494955752212384,10.89411033961284,1993.53,56,57,2020.72,-27.19000000000005,52.31184245552502,20.588618799171226,2022.2596621961327,-0.6637624073341652,-0.4683816908614135,-0.1953807164727517,0.7357745472996907,1.4092631385135732,2027.7471742139464,2017.2969585294163,2022.5220663716816,20,1,8,7,3,10,1993.53,91181,2027.59,2013.13,2016.74,2037.28,2022.59,2029.935,2033.6075,2026.2625,2029.703,2025.288,-6.767876106194605,-36.49000000000001,7.692123893805204,15.86999999999989,-0.4680411921267983,0.5319587387169133,1.0,1.0,4.320000000000164,23.16000000000008,True,30,True,21,False,0,True,76,True,92,True,23,0.0,450.0,-1,0.0
29,2024-02-16,2004.43,2005.33,2008.18,1995.19,-6.86014391674664e-06,0.0005567362033938,0.0005571283639992,73093,0.0016383207212606,1.254424778761066,0.0004490054529218,12.990000000000007,0.0064806453705043,0.0064777368313444,67,46,0.5929203539823009,0.5777876106194707,0.9094854653213575,7.439999999999827,0.0099999999999909,1.2341592920354023,2.9207855983241693,2005.33,67,46,2004.43,0.8999999999998636,51.392233273837846,10.378510060557748,2004.7042411789687,-0.0319545124189022,0.0656272265463747,-0.0975817389652769,0.2872088853992959,1.2437990401829029,2007.246278475609,2002.4510666571343,2004.8486725663715,14,6,4,6,4,4,2005.33,73093,2008.38,1991.52,2006.92,1993.38,1984.03,1988.705,1991.0425,1986.3675,2007.496,2004.762,-3.908407079646129,-12.510000000000218,12.951592920354,16.230000000000018,-0.2318153527776243,0.7681845879103981,0.0,0.0,0.0,0.0,False,0,False,0,True,113,False,0,True,30,True,99,280.0,0.0,-1,0.0
32,2024-02-21,2031.02,2029.4,2031.62,2025.83,1.0417739812134886e-06,0.0002796604621581,0.0002796714781828,69652,0.0004584736279067,1.0238053097345097,-0.0007976287776584,5.789999999999964,0.0028507843349646,0.0028530600177392,54,58,0.4821428571428571,0.415929203539819,0.3519705678851497,2.150000000000091,0.0,1.012212389380528,1.0337221555829923,2029.4,54,59,2031.02,-1.6199999999998909,50.99957136875766,7.913705573266712,2028.735016963378,0.0573097834718882,0.0658244337487759,-0.0085146502768876,0.1411156670858249,1.0348823429263967,2030.33269412906,2027.1521111806744,2028.7424026548672,8,5,2,3,4,7,2029.4,69652,2030.94,2017.62,2029.17,2023.04,2015.82,2019.43,2021.235,2017.625,2029.487,2028.573,-2.144070796460229,-4.680000000000064,11.175929203539935,13.180000000000064,-0.1609662639259714,0.8390336609989592,1.0,0.0,0.6799999999998363,0.0,True,5,False,0,True,113,False,0,True,64,True,88,0.0,45.0,-1,0.0
33,2024-02-22,2028.4,2021.67,2034.86,2020.3,-3.3705315909445017e-05,0.0003663300158515,0.0003663375867259,86645,-0.0002423151481584,1.3010619469026627,-0.0033178860185367,14.559999999999944,0.0071780713863143,0.007201966690904,50,63,0.4424778761061947,0.5645132743362848,0.50804244611485,2.650000000000091,0.0099999999999909,1.2955752212389469,2.709944313575461,2021.67,50,63,2028.4,-6.730000000000018,46.8416859909543,9.869204726765185,2029.2003685224688,-0.209065459597416,-0.1739963766497813,-0.0350690829476346,0.1610454605192637,1.2299491530576268,2031.1502006539504,2027.3253037708284,2029.2377522123893,10,3,5,3,7,5,2021.67,86645,2031.62,2025.83,2029.4,2030.94,2017.62,2024.28,2027.61,2020.95,2029.496,2024.898,-2.8298230088494485,-10.589999999999918,2.960176991150515,8.060000000000173,-0.4887430950097359,0.5112567322787221,1.0,1.0,3.240000000000009,5.529999999999973,True,19,True,24,True,91,True,3,True,66,True,71,5.0,0.0,-1,0.0
34,2024-02-23,2022.32,2027.7,2029.26,2015.92,2.6409389613447307e-05,0.0003267363667337,0.0003267401541303,83899,-6.903897743404386e-05,1.2287610619468898,0.0026603109300209,13.339999999999918,0.0065963843506467,0.006578882477684,65,48,0.5752212389380531,0.524513274336283,0.3996985273536087,1.8900000000001,0.0099999999999909,1.2262831858406973,3.267706930082603,2027.7,65,48,2022.32,5.380000000000109,52.3053137114822,13.36072282836998,2022.306672014804,0.0079804009884472,-0.0422229955658796,0.0502033965543268,0.2682661721880442,1.281384230833159,2024.9386378159284,2019.5803798831869,2022.2595088495573,17,7,6,5,7,9,2027.7,83899,2034.86,2020.3,2021.67,2031.62,2025.83,2028.725,2030.1725,2027.2775,2027.856,2025.047,-12.364247787610523,-18.75999999999999,2.19575221238942,8.210000000000036,-0.849192784231991,0.1508071470866951,0.0,1.0,0.0,4.379999999999882,False,0,True,40,False,0,True,110,True,69,True,55,0.0,10.0,-1,0.0
35,2024-02-26,2033.0,2026.63,2037.1,2025.46,-4.600428082046342e-06,0.000377586234259,0.0003774855863793,78324,-0.0002762444566123,1.1822123893805363,-0.0031333005410723,11.639999999999873,0.0057255287752089,0.0057435249650897,52,61,0.4601769911504424,0.5199115044247727,0.3573276197173869,2.6599999999998545,0.0199999999999818,1.142035398230092,2.209508332223166,2026.63,52,61,2033.0,-6.369999999999891,52.26038992886022,13.345873030795016,2032.3891824539496,0.2846517596705068,0.341598346430276,-0.0569465867597692,0.2746588132304316,1.1935374751177066,2035.0491798634423,2029.8762803135485,2032.462730088496,7,6,4,4,4,7,2026.63,78324,2029.26,2015.92,2027.7,2034.86,2020.3,2027.58,2031.22,2023.94,2033.424,2032.199,3.3220353982300934,-3.680000000000064,16.66203539823001,20.389999999999876,0.2490281221290848,1.2490280471665718,1.0,0.0,7.839999999999918,0.0,True,102,False,0,True,99,False,0,True,110,True,13,0.0,490.0,-1,0.0
37,2024-02-28,2030.9,2032.46,2037.94,2024.38,-9.1329227077064e-06,0.000315840951366,0.0003158827514497,77059,0.0001131761660835,1.0708849557522204,0.0007681323551134,13.559999999999944,0.0066768427790634,0.0066717180165907,56,56,0.5,0.4179646017698996,0.381070295568096,1.9200000000000728,0.0,1.0426548672566467,2.929647876154404,2032.46,56,57,2030.9,1.5599999999999454,46.81368344462007,18.293183424047943,2029.5732885223208,-0.2026131353506502,-0.2357387288429126,0.0331255934922623,0.2516588188774985,1.0653246495657946,2031.99263630482,2027.0839831642063,2029.5383097345127,15,9,4,3,3,10,2032.46,77059,2039.51,2033.12,2034.57,2037.1,2025.46,2031.28,2034.19,2028.37,2029.376,2027.948,-10.143982300884945,-14.6099999999999,-3.7539823008848456,4.050000000000182,-1.587477419938555,-0.5874775764330533,0.0,1.0,0.0,8.739999999999782,False,0,True,102,True,14,True,54,True,12,True,110,450.0,0.0,-1,0.0
38,2024-02-29,2035.56,2047.56,2050.78,2027.97,6.562094521631747e-05,0.0004814005229821,0.0004810665264225,84629,-0.0005759637630933,1.2576991150442367,0.0058951836349703,22.810000000000173,0.0112057615594726,0.0111400886909297,51,62,0.4513274336283185,0.5358407079646175,0.7603907896410237,5.699999999999818,0.0099999999999909,1.227345132743353,6.100174255557575,2047.56,51,62,2035.56,12.0,52.1530719669363,20.230985922322983,2035.4189344150448,0.6288281326588264,0.5215556203965539,0.1072725122622724,0.5240776163646494,1.2001335245653566,2039.0852175377368,2031.429543524209,2035.2573805309733,11,8,8,3,4,5,2047.56,84629,2037.94,2024.38,2032.46,2039.51,2033.12,2036.315,2037.9125,2034.7175,2048.379,2036.374,-1.387522123893863,-9.220000000000027,12.172477876106084,25.359999999999676,-0.1023246328590882,0.8976752933946046,1.0,0.0,12.840000000000146,0.0,True,23,False,0,True,24,True,46,True,81,True,38,0.0,265.0,-1,0.0
39,2024-03-01,2045.03,2061.57,2062.08,2038.92,6.049390288942862e-05,0.0005447719473501,0.0005447070875206,92698,0.0044287885874649,1.4940707964601605,0.008087900910989,23.15999999999985,0.0113250172369108,0.0112341564923819,65,48,0.5752212389380531,0.7521238938053179,0.8088422627075604,4.080000000000155,0.0099999999997635,1.4792920353982146,4.790489252546419,2061.57,65,48,2045.03,16.54000000000019,54.93119390584724,15.766497611968605,2049.11290054898,0.6047207375244623,0.7306698760444779,-0.1259491385200155,0.4907989232207674,1.4209193138499234,2052.873983054972,2045.711432874232,2049.292707964602,12,5,3,4,5,4,2061.57,92698,2050.78,2027.97,2047.56,2037.94,2024.38,2031.16,2034.55,2027.77,2055.985,2051.109,-1.0643362831860317,-11.260000000000218,21.745663716814143,33.600000000000136,-0.0466609485543654,0.9533390076052156,1.0,0.0,11.299999999999727,0.0,True,58,False,0,True,113,False,0,True,73,True,54,20.0,0.0,-1,0.0
42,2024-03-06,2125.24,2141.24,2149.21,2124.25,4.601813503020352e-05,0.0006811823456603,0.0006816354601456,78696,0.0010331785902955,1.7810619469026328,0.0075285614801152,24.96000000000004,0.0117445559089797,0.0116567969961331,63,49,0.5625,0.8129203539823101,1.1232769991476554,9.2199999999998,0.0,1.7418584070796292,5.440775029091969,2141.24,63,50,2125.24,16.0,55.72822048156789,11.625406102849068,2130.089066896228,0.5720415272652508,0.5356652411402606,0.0363762861249901,0.322046798450591,1.8233443720360345,2133.7446680408407,2126.298668242345,2130.0216681415927,14,9,4,4,3,8,2141.24,78696,2141.81,2113.88,2130.19,2103.01,2081.01,2092.01,2097.51,2086.51,2128.191,2125.564,-10.886106194690202,-17.48999999999978,17.043893805309633,32.5,-0.3897639027900595,0.6102360614061465,1.0,0.0,7.400000000000091,0.0,True,11,False,0,True,113,False,0,True,48,True,68,95.0,0.0,-1,0.0
46,2024-03-12,2178.16,2162.1,2182.01,2152.61,-7.490886763075523e-05,0.000809850335997,0.0008099163429405,50242,0.0039608649823315,2.029557522123887,-0.0073731957248319,29.40000000000009,0.0134976310280236,0.0135978909393645,58,52,0.5272727272727272,1.0187610619468694,1.4381896685611495,7.380000000000109,0.0,2.017168141592909,6.061449189498198,2162.1,58,55,2178.16,-16.059999999999945,44.23035531910302,9.302273643683847,2174.964150857398,-0.7947316809962152,-0.6497658155705577,-0.1449658654256575,0.3757638728343441,1.857074036626889,2179.203579742115,2171.1836326472658,2175.1936061946903,13,7,9,4,3,10,2162.1,50242,2185.16,2174.72,2180.56,2185.48,2156.09,2170.785,2178.1325,2163.4375,2177.368,2174.273,-11.665132743362678,-31.58999999999969,-1.2251327433626231,5.050000000000182,-1.1173497726065944,-0.1173498683920257,0.0,1.0,0.0,22.109999999999676,False,0,True,47,True,20,True,17,True,2,True,113,460.0,0.0,-1,0.0
47,2024-03-13,2159.26,2168.48,2171.58,2157.55,2.6155842490808853e-05,0.000402711678756,0.0004027164577751,28831,0.001843390359854,1.2397345132743536,0.0042699813825106,14.029999999999744,0.0064975963987661,0.006469969748395,60,51,0.5405405405405406,0.6157522123893678,0.5370601278351277,3.0100000000002183,0.0,1.21884955752214,2.6250658139961685,2168.48,60,53,2159.26,9.2199999999998,52.3565429365491,8.256523721728316,2160.999162684541,-0.1192880161158942,-0.2768676387180988,0.1575796226022045,0.2231053592588828,1.460678669412717,2163.038571698424,2158.485207062639,2160.76188938053,9,4,6,1,3,5,2168.48,28831,2182.01,2152.61,2162.1,2185.16,2174.72,2179.94,2182.55,2177.3299999999995,2159.765,2158.288,-20.729911504424997,-23.830000000000386,8.670088495575099,16.75,-0.7050990067797932,0.2949009592066025,0.0,0.0,0.0,0.0,False,0,False,0,False,0,True,113,True,46,True,71,335.0,0.0,-1,0.0
48,2024-03-14,2171.77,2159.45,2172.02,2157.69,-3.682717307156676e-05,0.0004502721184861,0.0004502857766768,31457,-0.0011378827055705,1.4180530973451106,-0.0056727922385888,14.329999999999927,0.0065983046086832,0.0066359489684873,50,60,0.4545454545454545,0.6645132743362805,0.6037605236445295,2.9899999999997817,0.0,1.3873451327433386,2.789131507656827,2159.45,50,63,2171.77,-12.320000000000164,50.0536526018628,8.778720698319058,2168.2537451241933,0.0296333865202404,0.1102591860144336,-0.0806257994941932,0.2059674383007687,1.365196923256118,2170.8381416459824,2165.882194637203,2168.360168141593,11,7,6,2,5,6,2159.45,31457,2171.58,2157.55,2168.48,2182.01,2152.61,2167.3100000000004,2174.6600000000003,2159.9600000000005,2169.757,2168.249,-3.539115044247724,-12.13000000000011,10.49088495575202,14.359999999999673,-0.2522533707765087,0.7477465579476589,1.0,0.0,0.4400000000000545,0.0,True,5,False,0,False,0,True,4,True,84,True,63,0.0,65.0,-1,0.0
49,2024-03-15,2164.45,2162.15,2172.71,2156.51,1.120165543805193e-05,0.0005386416077343,0.0005385217730129,31165,0.0005321610365571,1.5307964601769712,-0.001062625609277,16.199999999999818,0.007484580378387,0.0074925421455494,54,58,0.4821428571428571,0.7863716814159183,0.6687328929011919,3.9399999999996,0.0,1.4846902654867091,3.467896529154032,2162.15,54,59,2164.45,-2.299999999999727,48.93107623620538,9.83667396000566,2166.3614545462856,-0.1719519903179356,-0.1867576187595449,0.0148056284416092,0.3448715109376515,1.5634747906129307,2169.537963847109,2163.145991905103,2166.3419778761063,13,6,5,2,4,7,2162.15,31165,2172.02,2157.69,2159.45,2171.58,2157.55,2164.565,2168.0725,2161.0575,2169.299,2167.594,-5.781858407079629,-14.519999999999982,8.548141592920299,14.259999999999764,-0.4034792745010736,0.5965206557152607,1.0,1.0,0.6900000000000546,1.1799999999998363,True,2,True,5,True,55,True,19,True,111,True,10,0.0,460.0,-1,0.0
50,2024-03-18,2147.35,2159.67,2163.58,2146.09,-9.880257094112928e-06,0.0007450620708803,0.0007469207792902,26863,-0.0003286458863718,1.3592920353982052,0.0057373041190305,17.48999999999978,0.0081449228118377,0.0080984594868659,60,52,0.5357142857142857,0.6300884955752196,0.5223068603649944,2.3299999999999272,0.0,1.2286725663716545,4.976661309630263,2159.67,60,53,2147.35,12.320000000000164,52.617888953910295,14.753883880394786,2154.555558320566,-0.2096904222921412,-0.2375687801408083,0.0278783578486671,0.4727131744234168,1.4054866808839803,2158.6258569042748,2150.4599838036897,2154.5429203539825,14,4,5,4,4,7,2159.67,26863,2172.71,2156.51,2162.15,2172.02,2157.69,2164.855,2168.4375,2161.2725,2161.739,2158.977,-18.38893805309738,-26.09999999999991,-2.1889380530975617,5.909999999999855,-1.1351195628381496,-0.1351196245665408,0.0,1.0,0.0,10.420000000000073,False,0,True,76,False,0,True,112,True,5,True,113,440.0,0.0,-1,0.0
51,2024-03-19,2160.2,2151.67,2160.37,2147.14,-3.275712876640047e-05,0.0004125479668246,0.0004125505202882,33153,0.0002975318800759,1.4176991150442422,-0.0039487084529209,13.230000000000018,0.0061244329228775,0.0061487123954881,48,65,0.4247787610619469,0.6490265486725556,0.6075256675967556,2.9699999999998,0.0099999999997635,1.4160176991150382,2.3616976560485363,2151.67,48,65,2160.2,-8.529999999999745,47.01211270910591,9.463119244388702,2155.166110212397,-0.2605652880431394,-0.242077611750433,-0.0184876762927063,0.2788842675744131,1.4216971425928906,2157.9603609408914,2152.378515165304,2155.1694380530976,19,6,6,4,5,9,2151.67,33153,2163.58,2146.09,2159.67,2172.71,2156.51,2164.61,2168.66,2160.5600000000004,2156.192,2152.711,-8.868053097345042,-14.9699999999998,8.62194690265474,13.309999999999944,-0.5070355969302204,0.492964345894254,0.0,0.0,0.0,0.0,False,0,False,0,False,0,True,113,True,1,True,113,0.0,0.0,-1,0.0
52,2024-03-20,2156.85,2161.28,2164.86,2149.61,3.9550340152199714e-05,0.0004772862589027,0.000476992104402,25472,-0.0012938523529627,1.1579646017698704,0.0020539212277164,15.25,0.0070704963256601,0.0070560038495706,61,52,0.5398230088495575,0.6139823008849568,0.6447196785965635,5.430000000000291,0.0100000000002182,1.110353982300847,2.4579868398096774,2161.28,61,52,2156.85,4.430000000000291,50.3213965029395,9.739583772898182,2155.3868193548938,0.0278449827850539,-0.0497109680630941,0.0775559508481481,0.3158243362147936,1.1243096553935572,2157.812993844017,2152.764183147133,2155.288588495576,8,2,2,2,4,6,2161.28,25472,2160.37,2147.14,2151.67,2163.58,2146.09,2154.835,2159.2075,2150.4625,2154.426,2152.821,-4.626637168141504,-10.519999999999982,8.603362831858515,16.940000000000055,-0.349707998369879,0.6502919260443368,1.0,0.0,4.4900000000002365,0.0,True,5,False,0,True,6,True,2,True,113,True,6,0.0,455.0,-1,0.0
55,2024-03-25,2169.41,2179.59,2181.26,2163.5,2.744530985893948e-05,0.0004886317434969,0.00048851462042,34345,0.0006978655415115,1.5297345132743294,0.0046925200861065,17.76000000000022,0.0081865576354862,0.0081483214733047,59,53,0.5267857142857143,0.7749557522123949,0.6902019941057623,4.430000000000291,0.0,1.5050442477876,4.065538153072052,2179.59,59,54,2169.41,10.180000000000293,50.44928175361348,12.176484505681792,2169.7453377816887,0.0874540555068075,0.0877084120647491,-0.0002543565579415,0.3588034989566641,1.5589563256313297,2173.2199471389017,2166.292592684107,2169.7562699115047,16,5,4,6,9,1,2179.59,34345,2180.09,2162.6,2172.87,2211.72,2180.8,2196.26,2203.99,2188.53,2169.108,2165.369,-10.16318584070811,-16.01000000000022,7.326814159292127,17.2800000000002,-0.5810854922597186,0.4189144505647557,1.0,0.0,1.1700000000000728,0.0,True,2,False,0,False,0,True,113,True,29,True,86,420.0,0.0,-1,0.0
56,2024-03-26,2172.28,2182.34,2200.03,2169.62,1.1422630167939823e-05,0.000729742225439,0.0007300880937103,33621,-0.0013088046860697,1.839646017699112,0.0046310788664445,30.41000000000031,0.0139991161360415,0.0139345839786652,54,58,0.4821428571428571,0.9657522123893736,1.0372790688259752,7.119999999999891,0.0,1.773982300884952,9.653093982529034,2182.34,54,59,2172.28,10.059999999999944,55.752092973969816,16.707656958284506,2182.4680114017897,0.8785589111680324,1.008189856555349,-0.1296309453873168,0.5721924037447856,1.7302670749207198,2188.019306367617,2177.2514104465417,2182.63535840708,9,5,7,4,1,5,2182.34,33621,2181.26,2163.5,2179.59,2180.09,2162.6,2171.3450000000003,2175.7175,2166.9725000000003,2192.027,2171.221,2.0049557522121675,-11.590000000000146,19.764955752212387,35.05000000000018,0.112891646358136,1.112891590051833,1.0,0.0,18.769999999999985,0.0,True,63,False,0,True,73,False,0,True,65,True,51,240.0,0.0,-1,0.0
57,2024-03-27,2178.38,2190.41,2197.55,2175.71,3.285137038283739e-05,0.0006138942081326,0.0006137753079584,33834,-0.0005201797814333,1.8240707964602083,0.0055224524646755,21.840000000000146,0.010025798988239,0.0099707360722422,66,47,0.584070796460177,0.8372566371681789,0.9883475095434,7.130000000000109,0.0099999999997635,1.7881415929203817,6.266879523853967,2190.41,66,47,2178.38,12.029999999999744,52.8171932871583,15.866224040401056,2184.220808116569,-0.007903930323829,-0.1059621050332842,0.098058174709455,0.5957030473851549,1.893856057080979,2189.210971110002,2178.9435244652195,2184.0772477876108,14,5,4,2,4,6,2190.41,33834,2200.03,2169.62,2182.34,2181.26,2163.5,2172.38,2176.82,2167.94,2191.803,2186.055,-15.508495575221415,-23.920000000000076,14.901504424778892,27.230000000000015,-0.509980107373928,0.4900198597421532,0.0,0.0,0.0,0.0,False,0,False,0,True,112,False,0,True,58,True,57,195.0,0.0,-1,0.0
60,2024-04-02,2251.52,2256.89,2266.77,2250.42,-6.207197250994261e-07,0.0005743313692382,0.0005743377849094,34842,0.0006517633079425,1.825752212389364,0.002385055429221,16.34999999999991,0.0072617609437179,0.007244482451515,53,60,0.4690265486725664,0.8868141592920478,0.8293718206815003,4.349999999999909,0.0100000000002182,1.7829203539822789,3.3292921333756897,2256.89,53,60,2251.52,5.369999999999891,53.56327520474356,8.981282682359902,2256.922553629264,0.4932780547125078,0.5450523319607116,-0.0517742772482036,0.3127389503688816,1.779853481654539,2260.7600696881123,2253.244735621622,2257.002402654867,13,7,7,6,5,7,2256.89,34842,2265.61,2243.59,2257.09,2217.09,2190.86,2203.9750000000004,2210.5325000000003,2197.4175000000005,2257.304,2253.862,-8.218495575221356,-14.800000000000182,13.801504424778626,20.21000000000004,-0.3732286649406311,0.6267712896461102,1.0,0.0,1.1599999999998545,0.0,True,1,False,0,True,113,False,0,True,64,True,69,45.0,0.0,-1,0.0
