date,close,session_volume,prev_high,prev_low,prev_close,rolling_high,rolling_low,zone_mid,zone_top,zone_bottom,vol_zone_top,vol_zone_bottom,avg_dist_to_prev_high,min_dist_to_prev_high,avg_dist_to_prev_low,max_dist_to_prev_low,avg_ratio_to_high,avg_ratio_to_low,broke_prev_high,broke_prev_low,breakout_above_magnitude,breakout_below_magnitude,broke_above_prev_high_any,broke_above_prev_high_sum,broke_below_prev_low_any,broke_below_prev_low_sum,broke_above_zone_top_any,broke_above_zone_top_sum,broke_below_zone_bottom_any,broke_below_zone_bottom_sum,broke_above_prev_close_any,broke_above_prev_close_sum,broke_below_prev_close_any,broke_below_prev_close_sum,minutes_to_breakout_above_close,minutes_to_breakout_below_close
2024-02-07,2039.08,82722,2037.87,2022.77,2035.2,2031.55,2014.76,2023.155,2027.3525,2018.9575,2034.221,2032.733,-3.4338596491227036,-6.75,11.666140350877205,21.25999999999999,-0.22740790872283548,0.7725920250520034,1.0,0.0,6.770000000000209,0.0,True,11,False,0,True,114,False,0,True,37,True,97,75.0,0.0
2024-02-09,2023.56,82407,2038.52,2020.08,2029.82,2044.64,2030.5,2037.5700000000002,2041.1050000000002,2034.035,2033.296,2031.702,-7.708333333333317,-15.559999999999945,10.731666666666737,14.330000000000155,-0.41802239237043937,0.5819775533996286,0.0,0.0,0.0,0.0,False,0,False,0,False,0,True,114,True,88,True,35,0.0,395.0
2024-02-12,2014.72,79196,2037.28,2022.14,2023.56,2038.52,2020.08,2029.3,2033.9099999999999,2024.69,2022.263,2020.741,-15.481578947368394,-23.149999999999864,-0.34157894736852124,4.839999999999918,-1.0225612896173868,-0.022561355667580482,0.0,1.0,0.0,9.009999999999991,False,0,True,66,False,0,True,103,True,47,True,82,0.0,0.0
2024-02-13,1993.75,92569,2027.59,2013.13,2014.72,2037.28,2022.14,2029.71,2033.495,2025.9250000000002,2029.703,2025.288,-7.005350877192898,-36.49000000000001,7.454649122806911,15.86999999999989,-0.48446406588720087,0.5155358649565107,1.0,1.0,4.320000000000164,23.160000000000082,True,30,True,22,False,0,True,69,True,93,True,24,0.0,450.0
2024-02-16,2006.27,74414,2008.38,1991.52,2006.61,1993.38,1984.03,1988.705,1991.0425,1986.3674999999998,2007.496,2004.762,-3.89263157894748,-12.510000000000218,12.967368421052647,16.230000000000018,-0.23087967663509928,0.7691202640529231,0.0,0.0,0.0,0.0,False,0,False,0,True,114,False,0,True,33,True,93,280.0,0.0
2024-02-21,2029.2,70597,2030.94,2017.62,2029.03,2023.04,2015.82,2019.4299999999998,2021.235,2017.6249999999998,2029.487,2028.573,-2.1405263157895256,-4.680000000000064,11.179473684210638,13.180000000000064,-0.16070016179349378,0.8392997631314368,1.0,0.0,0.6799999999998363,0.0,True,5,False,0,True,114,False,0,True,67,True,85,0.0,85.0
2024-02-22,2020.97,87898,2031.62,2025.83,2029.2,2030.94,2017.62,2024.28,2027.6100000000001,2020.9499999999998,2029.496,2024.898,-2.8984210526314698,-10.649999999999864,2.891578947368494,8.060000000000173,-0.5005907689189498,0.4994090583695084,1.0,1.0,3.240000000000009,5.529999999999973,True,19,True,25,True,91,True,4,True,70,True,66,5.0,0.0
2024-02-23,2027.09,84882,2034.86,2020.3,2020.97,2031.62,2025.83,2028.725,2030.1725,2027.2775,2027.856,2025.047,-12.32394736842096,-18.75999999999999,2.236052631578986,8.210000000000036,-0.8464248984887437,0.15357503282994242,0.0,1.0,0.0,4.379999999999882,False,0,True,40,False,0,True,111,True,83,True,50,0.0,20.0
2024-02-26,2026.91,79108,2029.26,2015.92,2027.09,2034.86,2020.3,2027.58,2031.2199999999998,2023.94,2033.424,2032.199,3.272280701754392,-3.6800000000000637,16.612280701754308,20.389999999999873,0.24529838504168117,1.2452983100791681,1.0,0.0,7.839999999999918,0.0,True,102,False,0,True,99,False,0,True,112,True,10,0.0,505.0
2024-02-28,2033.17,78023,2039.51,2033.12,2034.48,2037.1,2025.46,2031.28,2034.19,2028.37,2029.376,2027.948,-10.110614035087709,-14.6099999999999,-3.7206140350876082,4.050000000000182,-1.582255469926773,-0.5822556264212713,0.0,1.0,0.0,8.739999999999782,False,0,True,103,True,14,True,54,True,12,True,109,450.0,0.0
2024-02-29,2048.76,85713,2037.94,2024.38,2033.17,2039.51,2033.12,2036.315,2037.9125000000001,2034.7175,2048.379,2036.374,-1.280438596491284,-9.220000000000027,12.27956140350866,25.359999999999673,-0.09442761814628843,0.9055723081074043,1.0,0.0,12.840000000000146,0.0,True,24,False,0,True,25,True,46,True,79,True,40,0.0,255.0
2024-03-01,2063.76,94258,2050.78,2027.97,2048.76,2037.94,2024.38,2031.16,2034.5500000000002,2027.77,2055.916,2050.686,-0.9411403508773821,-11.260000000000218,21.868859649122793,35.79000000000019,-0.04125998726950406,0.958739968890077,1.0,0.0,12.980000000000018,0.0,True,59,False,0,True,114,False,0,True,63,True,56,75.0,0.0
