Unnamed: 0,date,first_open_x,last_close_x,max_high,min_low,avg_return,volatility_return,volatility_log_return,total_volume,last_momentum_3,avg_true_range,session_return,range,range_ratio,range_ratio_close,up_moves,down_moves,up_move_ratio,avg_body,std_body,max_body,min_body,avg_candle_range,std_close,last_close_y,bullish_count,bearish_count,first_open_y,first_last_change,rsi_14_mean,rsi_14_std,ema_20_mean,macd_mean,macd_signal_mean,macd_diff_mean,macd_diff_std,atr_14_mean,bb_upper_mean,bb_lower_mean,bb_mavg_mean,count_is_doji,count_is_hammer,count_is_inverted_hammer,count_is_bullish_engulfing,count_is_bearish_engulfing,count_is_morning_star
10,2024-01-22,2023.23,2025.44,2030.27,2016.42,6.509527932646144e-06,0.0005085414079263,0.0005085669282406,263158,0.00100325687824,1.6577876106194764,0.0010923127869792,13.849999999999907,0.0068454896378562,0.0068380203807567,59,53,0.5267857142857143,0.7830088495575163,0.6672556869047345,3.6700000000000728,0.0,1.657522123893813,2.113734483593018,2025.44,59,54,2023.23,2.2100000000000364,47.74762823150376,11.91708454982934,2024.0048044178727,-0.509830578789733,-0.5432844913307436,0.0334539125410106,0.3409874041997102,1.6636968645070682,2027.06080574391,2020.8502916012224,2023.9555486725665,13,1,0,5,1,7
11,2024-01-23,2030.73,2024.0,2037.98,2021.31,-6.182256305115386e-06,0.0004746766969595,0.0004745215956181,268673,-0.0007553578569559,1.6567256637168124,-0.0033140791734992,16.670000000000073,0.0082088707016688,0.0082361660079051,48,64,0.4285714285714285,0.6368141592920257,0.5234607801632791,2.930000000000064,0.0,1.6176991150442477,3.0188475035488884,2024.0,48,65,2030.73,-6.730000000000018,48.20725698004669,10.7446208055795,2027.243678704437,0.0703324012257422,0.0637595929744113,0.0065728082513309,0.3737331059648421,1.6886064762787047,2030.3346547526637,2024.1343275482216,2027.2344911504424,9,12,6,3,6,7
12,2024-01-24,2024.53,2020.9,2036.78,2019.15,-1.3414425783720168e-05,0.0005501539912772,0.0005502700198154,327774,-0.0014082767140209,1.690442477876106,-0.0017930087477092,17.62999999999988,0.0087081940005827,0.0087238359146914,57,56,0.504424778761062,0.7673451327433531,0.8108725654009055,4.660000000000082,0.0099999999999909,1.6897345132743369,3.1875040393123872,2020.9,57,56,2024.53,-3.6299999999998818,54.38756686834616,9.29655156410389,2030.1677728037023,0.3611395192991692,0.4190969041579845,-0.0579573848588153,0.3085066169503879,1.5982684439018444,2032.7332418420292,2027.735120989829,2030.2341814159288,18,2,7,4,4,8
13,2024-01-25,2015.56,2021.27,2025.44,2009.47,1.7407299450246076e-06,0.000493298041637,0.0004934375909813,296178,-0.0014869484458671,1.663716814159294,0.0028329595745102,15.970000000000027,0.0079233562880787,0.0079009731505439,58,55,0.5132743362831859,0.6343362831858493,0.5582272260503938,2.910000000000082,0.0099999999999909,1.6195575221238938,2.810856166612034,2021.27,58,55,2015.56,5.710000000000036,46.92273822441184,13.850144222548147,2017.598415427521,-0.6418925491469243,-0.767050944958905,0.1251583958119807,0.4334002108718673,1.6928482108075085,2021.31465697392,2013.52441382254,2017.4195353982304,18,4,6,2,4,5
14,2024-01-26,2022.91,2017.74,2026.75,2016.0,-1.5404423268274495e-05,0.0003595663174669,0.0003595699395353,227852,0.0001437458177402,1.359115044247793,-0.0025557241795235,10.75,0.0053141266788932,0.0053277429202969,61,52,0.5398230088495575,0.5710619469026607,0.4071138898915208,2.089999999999918,0.0099999999999909,1.345840707964607,1.5424761214796094,2017.74,61,52,2022.91,-5.170000000000073,50.281779959067066,8.091383993996876,2021.8212130082663,0.0910336966390642,0.1732234072343037,-0.0821897105952394,0.2120932856679322,1.417041879382796,2023.9012151440872,2019.983430873612,2021.9423230088496,9,1,8,4,3,4
15,2024-01-29,2025.43,2022.29,2037.46,2021.49,2.0086264815526228e-05,0.0005554700734998,0.0005551629217094,155364,-0.0012544262975162,1.3915929203539965,-0.0015502880869742,15.970000000000027,0.0078847454614575,0.0078969880679823,55,57,0.4910714285714285,0.6320353982300851,0.62640578942207,3.9500000000000455,0.0,1.329115044247802,3.092060067566853,2022.29,55,58,2025.43,-3.1400000000001,54.595374263687255,15.375732466235071,2028.828379471624,0.4921628311250217,0.5127771431408792,-0.0206143120158574,0.5396787822989775,1.4067027767279412,2032.991029293762,2024.742191945176,2028.866610619469,12,3,1,4,2,6
16,2024-01-30,2032.13,2031.03,2048.64,2029.98,3.840652235173627e-05,0.0006991624094967,0.0006983801491475,255466,-0.0035373655702959,1.5478761061946789,-0.000541303952011,18.65999999999985,0.0091824834041128,0.0091874566106851,63,50,0.5575221238938053,0.662566371681411,0.7715311524599522,4.370000000000118,0.0099999999999909,1.4617699115044134,3.460069707375525,2031.03,63,50,2032.13,-1.1000000000001364,55.521710496099935,13.262489919133838,2035.842557960966,0.6513070860392687,0.5495655337933435,0.1017415522459251,0.5127273768469813,1.4616666178053068,2039.9131762999832,2031.3829210451493,2035.6480486725663,12,8,3,2,5,6
17,2024-01-31,2035.12,2052.85,2056.07,2033.54,9.467479076045378e-05,0.000457739824951,0.0004575712641722,248075,-0.0005306873618509,1.388141592920357,0.0087120169817995,22.5300000000002,0.0110706002594442,0.0109749859950801,62,50,0.5535714285714286,0.6151327433628399,0.5951817175155127,3.059999999999945,0.0,1.353982300884958,4.559138727729684,2052.85,62,51,2035.12,17.730000000000018,53.96272062221781,11.29651144218412,2038.6373124238385,0.2603659412765132,0.1993497789629664,0.0610161623135468,0.4648672322352395,1.3771667234837992,2042.271988210785,2034.927675506029,2038.599831858407,11,1,2,6,7,4
18,2024-02-01,2044.59,2048.84,2050.89,2029.93,-1.7071586385636966e-05,0.0006835683856307,0.0006839470767464,316084,0.0004296958924978,1.8361946902654709,0.0020786563565311,20.95999999999981,0.0102514440547981,0.0102301790281328,57,56,0.504424778761062,0.7891150442477762,0.8142564065300619,4.639999999999873,0.0099999999999909,1.7653097345132605,5.185340507515951,2048.84,57,56,2044.59,4.250000000000227,46.99427526188055,14.47053743217062,2039.9314091197448,-0.1361680571498299,-0.1324713903542365,-0.0036966667955933,0.5574393475162062,1.8155051827223505,2044.71735543683,2035.119308279984,2039.918331858407,15,9,2,4,5,9
19,2024-02-02,2055.5,2030.59,2057.73,2027.73,-7.8871236312167e-05,0.00078539070001,0.0007861100187087,237582,-0.0011068259184195,1.6633628318583733,-0.0121187059109706,30.0,0.0145949890537582,0.0147740311929045,57,55,0.5089285714285714,0.795752212389357,1.2365568594385348,10.909999999999854,0.0,1.6066371681415603,9.189820507712248,2030.59,57,56,2055.5,-24.91000000000008,49.70096055652076,16.436531173693837,2051.4443553378005,-0.1931453282353509,0.0715654831184727,-0.2647108113538237,0.6752935420224195,1.6638400606172532,2056.8262021956125,2046.8314349725288,2051.828818584071,8,8,1,8,8,4
20,2024-02-05,2029.73,2018.87,2031.55,2014.76,-5.111365215698807e-05,0.0004715230469677,0.0004715468624212,229653,-0.0001733342577827,1.526637168141587,-0.0053504653328275,16.789999999999964,0.0082720361821522,0.0083165335063674,51,62,0.4513274336283185,0.6379646017699068,0.7076005220008041,4.820000000000164,0.0199999999999818,1.5213274336283134,4.072781358365299,2018.87,51,62,2029.73,-10.860000000000127,39.78974431153389,13.292228940788094,2025.1554549651837,-1.19216764064029,-1.3300649726962672,0.137897332055977,0.395577991125425,1.5716874821644349,2028.2760243202467,2021.6284624054167,2024.952243362832,11,7,4,4,3,6
21,2024-02-06,2029.36,2035.62,2037.02,2022.77,7.328079553213727e-05,0.0005665040417323,0.0005656440493002,111862,0.0007866196005938,1.3877876106194764,0.0030847163637797,14.25,0.0070219182402333,0.007000324225543,58,55,0.5132743362831859,0.5323893805309782,0.4945096314537227,3.349999999999909,0.0099999999999909,1.3063716814159363,2.429257399681197,2035.62,58,55,2029.36,6.259999999999991,55.2466120533351,8.92119887165664,2025.8856226243524,0.5858140996060603,0.5217229824924144,0.0640911171136458,0.3414354439426945,1.434579493620128,2028.595942152366,2023.042960502501,2025.8194513274336,15,5,4,5,3,9
22,2024-02-07,2033.39,2037.92,2044.64,2030.5,1.0112382757732765e-05,0.0004901980947184,0.0004901442999484,81541,-0.000823690919788,1.2724778761062043,0.0022278067660408,14.1400000000001,0.0069539045633154,0.0069384470440449,52,60,0.4642857142857143,0.6423008849557416,0.7402376655622496,3.789999999999964,0.0,1.2602654867256724,2.1770610611777808,2037.92,52,61,2033.39,4.529999999999973,53.620323914854296,8.261954673702785,2033.8431212443768,0.4509251081982031,0.447534212497672,0.003390895700531,0.2368425373703482,1.2354776620782977,2036.3257857366896,2031.3287363872043,2033.827261061947,10,3,3,1,6,9
23,2024-02-08,2033.45,2028.08,2038.52,2020.08,-4.27107351730644e-05,0.0004951169478887,0.0004951915850457,88737,-0.0008473741255295,1.51557522123894,-0.0026408320834051,18.44000000000005,0.0090683321448769,0.0090923434972979,55,58,0.4867256637168141,0.6385840707964769,0.581618534867271,4.029999999999973,0.0199999999999818,1.476637168141592,4.027706746277537,2028.08,55,58,2033.45,-5.370000000000118,43.78958230883682,13.865972674261954,2031.2018534122296,-0.5969509952333223,-0.5701077311966322,-0.0268432640366901,0.48914784246681,1.5395949802154103,2035.4584051234965,2026.971338239336,2031.214871681416,15,3,2,3,4,6
24,2024-02-09,2032.82,2022.96,2037.28,2022.59,-2.224089129061292e-05,0.0005089642436038,0.0005087519687565,81312,-0.0016089072262637,1.31902654867257,-0.0048504048563079,14.690000000000056,0.0072264145374406,0.0072616364139676,53,60,0.4690265486725664,0.6033628318584097,0.7304800410633611,5.420000000000073,0.0099999999999909,1.2801769911504453,2.9576283711009244,2022.96,53,60,2032.82,-9.8599999999999,48.32778251654624,11.635006503646798,2031.0411351205116,0.0252504720765641,0.0912602010740042,-0.0660097289974401,0.2189028954166963,1.325942323444317,2033.6266481141013,2028.6874492310317,2031.1570486725664,15,6,5,3,5,7
25,2024-02-12,2023.75,2016.74,2027.59,2013.13,-2.717808376134729e-05,0.000384357378134,0.000384383980096,78159,0.0008436557090678,1.180973451327428,-0.0034638665843113,14.459999999999807,0.0071451513279801,0.0071699872070766,52,60,0.4642857142857143,0.5235398230088483,0.5690921974544553,3.2799999999999727,0.0,1.1762831858407026,2.96782428810358,2016.74,52,61,2023.75,-7.009999999999991,43.84739348253622,10.810520701304387,2022.5896700176447,-0.5182105865548624,-0.5055194708522429,-0.0126911157026194,0.282112745300289,1.2007796907165391,2025.1013952731712,2020.1428702135547,2022.622132743363,12,5,2,3,7,7
26,2024-02-13,2020.72,1993.53,2031.91,1989.97,-0.0001021211860506,0.0007908728543894,0.00079251828992,91181,0.0011098166040617,1.5303539823008774,-0.0134555999841641,41.940000000000055,0.0207549784235322,0.0210380581180117,56,57,0.495575221238938,0.6718584070796487,1.4100136452433545,13.269999999999982,0.0099999999999909,1.494955752212384,10.89411033961284,1993.53,56,57,2020.72,-27.19000000000005,52.31184245552502,20.588618799171226,2022.2596621961327,-0.6637624073341652,-0.4683816908614135,-0.1953807164727517,0.7357745472996907,1.4092631385135732,2027.7471742139464,2017.2969585294163,2022.5220663716816,20,1,8,7,3,10
27,2024-02-14,1992.86,1987.57,1993.38,1984.03,-2.643021335791747e-05,0.000365842438529,0.0003658715053545,83643,0.0009165302782323,1.3841592920354049,-0.0026544764810373,9.350000000000136,0.0046917495458788,0.0047042368319103,57,55,0.5089285714285714,0.5559292035398143,0.4657993075811664,2.3199999999999363,0.0,1.3790265486725697,1.5585986616966527,1987.57,57,56,1992.86,-5.289999999999964,42.97332469046543,11.967208110739511,1991.5040966937704,-1.120248791782689,-1.346847907138495,0.2265991153558054,0.3599925255220604,1.4779237303818988,1993.519843373928,1988.831528307488,1991.175685840708,16,2,5,4,4,8
28,2024-02-15,1991.78,2006.92,2008.38,1991.52,8.58768000542082e-05,0.0005219203467565,0.0005215790782524,79008,0.0010175172578907,1.363008849557544,0.0076012411009247,16.860000000000127,0.008464790288084,0.0084009327726068,64,49,0.5663716814159292,0.5662831858407161,0.7784178031318486,6.279999999999973,0.0099999999999909,1.3269911504425005,3.8373205266527735,2006.92,64,49,1991.78,15.1400000000001,60.28987305380365,5.279428100665455,1995.8984166233824,0.7399605499409252,0.6594982031500941,0.0804623467908311,0.1942835097738168,1.3424175882505138,1998.2336948202665,1993.357968896548,1995.7958318584072,13,7,6,8,5,6
29,2024-02-16,2004.43,2005.33,2008.18,1995.19,-6.86014391674664e-06,0.0005567362033938,0.0005571283639992,73093,0.0016383207212606,1.254424778761066,0.0004490054529218,12.990000000000007,0.0064806453705043,0.0064777368313444,67,46,0.5929203539823009,0.5777876106194707,0.9094854653213575,7.439999999999827,0.0099999999999909,1.2341592920354023,2.9207855983241693,2005.33,67,46,2004.43,0.8999999999998636,51.392233273837846,10.378510060557748,2004.7042411789691,-0.0319545124189022,0.0656272265463747,-0.0975817389652769,0.2872088853992959,1.2437990401829029,2007.246278475609,2002.4510666571343,2004.8486725663715,14,6,4,6,4,4
30,2024-02-19,2020.68,2016.87,2023.04,2015.82,5.107265580875449e-05,0.0007682297481669,0.00076552544803,56495,-3.966384888076657e-05,0.9964601769911476,-0.0018855038897798,7.220000000000027,0.003573054615278,0.0035798043503051,51,60,0.4594594594594595,0.3474336283185759,0.3034762251250946,1.259999999999991,0.0,0.8632743362831834,1.659349840501607,2016.87,51,62,2020.68,-3.810000000000173,53.67480862512053,13.8439040832848,2017.84706125855,0.9816231495766718,0.9499805139066528,0.031642635670019,0.7682380002799476,1.1762512593521903,2021.6293358812936,2013.954681817821,2017.7920088495573,20,5,1,5,2,11
31,2024-02-20,2018.42,2029.17,2030.94,2017.62,5.385629030248177e-05,0.0003150869829316,0.000315076395837,81993,0.000739765346432,1.1408849557522192,0.0053259480187473,13.320000000000164,0.0065992211729967,0.0065642602640489,66,46,0.5892857142857143,0.4813274336283114,0.4132936184412296,1.839999999999918,0.0,1.1300000000000046,3.2884380742834565,2029.17,66,47,2018.42,10.75,61.54632057014319,7.500668454863796,2023.8559323444767,0.6657159528714203,0.6512084958822081,0.0145074569892121,0.1646813075328871,1.06836109162866,2025.7769570079104,2021.9153704257176,2023.846163716814,15,6,3,5,5,10
32,2024-02-21,2031.02,2029.4,2031.62,2025.83,1.0417739812134886e-06,0.0002796604621581,0.0002796714781828,69652,0.0004584736279067,1.0238053097345097,-0.0007976287776584,5.789999999999964,0.0028507843349646,0.0028530600177392,54,58,0.4821428571428571,0.415929203539819,0.3519705678851497,2.150000000000091,0.0,1.012212389380528,1.0337221555829923,2029.4,54,59,2031.02,-1.6199999999998909,50.99957136875766,7.913705573266712,2028.735016963378,0.0573097834718882,0.0658244337487759,-0.0085146502768876,0.1411156670858249,1.0348823429263967,2030.33269412906,2027.1521111806744,2028.7424026548672,8,5,2,3,4,7
33,2024-02-22,2028.4,2021.67,2034.86,2020.3,-3.3705315909445017e-05,0.0003663300158515,0.0003663375867259,86645,-0.0002423151481584,1.3010619469026627,-0.0033178860185367,14.559999999999944,0.0071780713863143,0.007201966690904,50,63,0.4424778761061947,0.5645132743362848,0.50804244611485,2.650000000000091,0.0099999999999909,1.2955752212389469,2.709944313575461,2021.67,50,63,2028.4,-6.730000000000018,46.8416859909543,9.869204726765185,2029.2003685224688,-0.209065459597416,-0.1739963766497813,-0.0350690829476346,0.1610454605192637,1.2299491530576268,2031.1502006539504,2027.3253037708284,2029.2377522123893,10,3,5,3,7,5
34,2024-02-23,2022.32,2027.7,2029.26,2015.92,2.6409389613447307e-05,0.0003267363667337,0.0003267401541303,83899,-6.903897743404386e-05,1.2287610619468898,0.0026603109300209,13.339999999999918,0.0065963843506467,0.006578882477684,65,48,0.5752212389380531,0.524513274336283,0.3996985273536087,1.8900000000001,0.0099999999999909,1.2262831858406973,3.267706930082603,2027.7,65,48,2022.32,5.380000000000109,52.3053137114822,13.36072282836998,2022.306672014804,0.0079804009884472,-0.0422229955658796,0.0502033965543268,0.2682661721880442,1.281384230833159,2024.9386378159284,2019.5803798831869,2022.2595088495573,17,7,6,5,7,9
35,2024-02-26,2033.0,2026.63,2037.1,2025.46,-4.600428082046342e-06,0.000377586234259,0.0003774855863793,78324,-0.0002762444566123,1.1822123893805363,-0.0031333005410723,11.639999999999873,0.0057255287752089,0.0057435249650897,52,61,0.4601769911504424,0.5199115044247727,0.3573276197173869,2.6599999999998545,0.0199999999999818,1.142035398230092,2.209508332223166,2026.63,52,61,2033.0,-6.369999999999891,52.26038992886022,13.345873030795016,2032.3891824539496,0.2846517596705068,0.341598346430276,-0.0569465867597692,0.2746588132304316,1.1935374751177066,2035.0491798634423,2029.8762803135485,2032.462730088496,7,6,4,4,4,7
36,2024-02-27,2033.61,2034.57,2039.51,2033.12,3.468569557015986e-05,0.000406405560135,0.0004059856663186,74663,6.881534385549948e-05,1.0900000000000087,0.0004720669154851,6.3900000000001,0.0031421954061988,0.0031407127796045,55,56,0.4954954954954955,0.3941592920353999,0.3261072502800343,1.5,0.0,1.0304424778761188,1.4468832899516184,2034.57,55,58,2033.61,0.9600000000000364,54.723995845011856,10.237742757241678,2035.515964688512,0.3398594280992643,0.3123916059516599,0.0274678221476044,0.2797345505244123,1.091706368729368,2037.8762826616316,2033.059549196776,2035.467915929204,22,3,5,6,6,6
37,2024-02-28,2030.9,2032.46,2037.94,2024.38,-9.1329227077064e-06,0.000315840951366,0.0003158827514497,77059,0.0001131761660835,1.0708849557522204,0.0007681323551134,13.559999999999944,0.0066768427790634,0.0066717180165907,56,56,0.5,0.4179646017698996,0.381070295568096,1.9200000000000728,0.0,1.0426548672566467,2.929647876154404,2032.46,56,57,2030.9,1.5599999999999454,46.81368344462007,18.293183424047943,2029.5732885223208,-0.2026131353506502,-0.2357387288429126,0.0331255934922623,0.2516588188774985,1.0653246495657946,2031.99263630482,2027.0839831642063,2029.5383097345127,15,9,4,3,3,10
38,2024-02-29,2035.56,2047.56,2050.78,2027.97,6.562094521631747e-05,0.0004814005229821,0.0004810665264225,84629,-0.0005759637630933,1.2576991150442367,0.0058951836349703,22.810000000000173,0.0112057615594726,0.0111400886909297,51,62,0.4513274336283185,0.5358407079646175,0.7603907896410237,5.699999999999818,0.0099999999999909,1.227345132743353,6.100174255557575,2047.56,51,62,2035.56,12.0,52.1530719669363,20.230985922322983,2035.4189344150452,0.6288281326588264,0.5215556203965539,0.1072725122622724,0.5240776163646494,1.2001335245653566,2039.0852175377372,2031.429543524209,2035.2573805309733,11,8,8,3,4,5
39,2024-03-01,2045.03,2061.57,2062.08,2038.92,6.049390288942862e-05,0.0005447719473501,0.0005447070875206,92698,0.0044287885874649,1.4940707964601605,0.008087900910989,23.15999999999985,0.0113250172369108,0.0112341564923819,65,48,0.5752212389380531,0.7521238938053179,0.8088422627075604,4.080000000000155,0.0099999999997635,1.4792920353982146,4.790489252546419,2061.57,65,48,2045.03,16.54000000000019,54.93119390584724,15.766497611968605,2049.11290054898,0.6047207375244623,0.7306698760444779,-0.1259491385200155,0.4907989232207674,1.4209193138499234,2052.873983054972,2045.711432874232,2049.292707964602,12,5,3,4,5,4
40,2024-03-04,2081.45,2101.48,2103.01,2081.01,0.0001702107416118,0.0010217476404969,0.0010177024167912,71347,0.0014725575322034,1.5282300884955715,0.0096230992817507,22.0,0.0105695548776093,0.0104688124559834,66,47,0.584070796460177,0.678141592920367,0.7024682868699994,4.019999999999982,0.0300000000002,1.3519469026548632,5.1019036598599925,2101.48,66,47,2081.45,20.0300000000002,62.5108459973894,14.699957765447328,2082.4457113437848,2.413288460637408,2.2788654557472645,0.1344230048901429,1.0367948624171923,1.5729410456007793,2089.019275128256,2075.4509549602394,2082.235115044248,11,4,2,4,4,6
41,2024-03-05,2119.17,2130.19,2141.81,2113.88,0.0001206392882072,0.0010543303007054,0.0010524619250949,94925,-0.0010832356389214,2.2948672566371697,0.0052001491149837,27.92999999999984,0.0131796882741827,0.0131115064853369,61,52,0.5398230088495575,1.044070796460149,1.2587675641902176,8.710000000000036,0.0100000000002182,2.149115044247791,5.290082442676767,2130.19,61,52,2119.17,11.019999999999982,63.78922907660474,11.745071182250555,2120.5958470042697,2.309802448359097,2.4006925126174843,-0.0908900642583872,0.5901231936613834,2.083748514093357,2126.749845070819,2114.7588805928976,2120.754362831858,12,9,5,4,7,10
42,2024-03-06,2125.24,2141.24,2149.21,2124.25,4.601813503020352e-05,0.0006811823456603,0.0006816354601456,78696,0.0010331785902955,1.7810619469026328,0.0075285614801152,24.96000000000004,0.0117445559089797,0.0116567969961331,63,49,0.5625,0.8129203539823101,1.1232769991476554,9.2199999999998,0.0,1.7418584070796292,5.440775029091969,2141.24,63,50,2125.24,16.0,55.72822048156789,11.625406102849068,2130.089066896228,0.5720415272652508,0.5356652411402606,0.0363762861249901,0.322046798450591,1.8233443720360345,2133.7446680408407,2126.298668242345,2130.0216681415927,14,9,4,4,3,8
